frame_x,frame_y,frame_u,frame_v,frame_angle,frame_angle_tran
-0.36,-0.06,164.1087119,528.3773723,70.20112365,-19.79887635
-0.36,-0.05,164.8714472,559.9297108,70.20112365,-19.79887635
-0.36,-0.04,165.528329,591.4139597,70.20112365,-19.79887635
-0.36,-0.03,166.0957587,622.8412675,70.20112365,-19.79887635
-0.36,-0.02,166.5863424,654.2207508,70.20112365,-19.79887635
-0.36,-0.01,167.0090034,685.5600241,70.20112365,-19.79887635
-0.36,0,167.3690637,716.8657106,70.20112365,-19.79887635
-0.36,0.01,167.6682917,748.1439416,70.20112365,-19.79887635
-0.36,0.02,167.904919,779.400848,70.20112365,-19.79887635
-0.36,0.03,168.0736237,810.6430532,70.20112365,-19.79887635
-0.36,0.04,168.1654823,841.8781717,70.20112365,-19.79887635
-0.36,0.05,168.1678888,873.11532,70.20112365,-19.79887635
-0.36,0.06,168.0644419,904.3656467,70.20112365,-19.79887635
-0.36,0.07,167.8347991,935.6428878,70.20112365,-19.79887635
-0.36,0.08,167.4544999,966.9639531,70.20112365,-19.79887635
-0.36,0.09,166.8947551,998.34955,70.20112365,-19.79887635
-0.36,0.1,166.1222051,1029.824852,70.20112365,-19.79887635
-0.36,0.11,165.0986452,1061.420218,70.20112365,-19.79887635
-0.36,0.12,163.7807187,1093.171964,70.20112365,-19.79887635
-0.36,0.13,162.1195779,1125.123203,70.20112365,-19.79887635
-0.36,0.14,160.0605127,1157.324753,70.20112365,-19.79887635
-0.36,0.15,157.5425469,1189.836116,70.20112365,-19.79887635
-0.36,0.16,154.4980021,1222.726542,70.20112365,-19.79887635
-0.36,0.17,150.8520295,1256.076182,70.20112365,-19.79887635
-0.36,0.18,146.5221094,1289.977332,70.20112365,-19.79887635
-0.36,0.19,141.4175181,1324.535779,70.20112365,-19.79887635
-0.36,0.2,135.4387629,1359.872255,70.20112365,-19.79887635
-0.36,0.21,128.4769845,1396.124002,70.20112365,-19.79887635
-0.36,0.22,120.4133273,1433.446455,70.20112365,-19.79887635
-0.35,-0.21,158.9168197,32.9323754,70.70995378,-19.29004622
-0.35,-0.2,165.1933948,69.32813507,70.70995378,-19.29004622
-0.35,-0.19,170.5984924,104.8635628,70.70995378,-19.29004622
-0.35,-0.18,175.2336007,139.6664765,70.70995378,-19.29004622
-0.35,-0.17,179.1913246,173.848789,70.70995378,-19.29004622
-0.35,-0.16,182.5559662,207.5080421,70.70995378,-19.29004622
-0.35,-0.15,185.4040747,240.7288271,70.70995378,-19.29004622
-0.35,-0.14,187.8049644,273.5840992,70.70995378,-19.29004622
-0.35,-0.13,189.8212011,306.1363911,70.70995378,-19.29004622
-0.35,-0.12,191.5090577,338.4389323,70.70995378,-19.29004622
-0.35,-0.11,192.9189379,370.5366813,70.70995378,-19.29004622
-0.35,-0.1,194.0957688,402.4672749,70.70995378,-19.29004622
-0.35,-0.09,195.0793619,434.2619038,70.70995378,-19.29004622
-0.35,-0.08,195.9047429,465.9461177,70.70995378,-19.29004622
-0.35,-0.07,196.6024499,497.5405685,70.70995378,-19.29004622
-0.35,-0.06,197.1988001,529.0616969,70.70995378,-19.29004622
-0.35,-0.05,197.7161259,560.5223684,70.70995378,-19.29004622
-0.35,-0.04,198.1729782,591.9324656,70.70995378,-19.29004622
-0.35,-0.03,198.5842998,623.2994432,70.70995378,-19.29004622
-0.35,-0.02,198.9615661,654.6288509,70.70995378,-19.29004622
-0.35,-0.01,199.3128955,685.924832,70.70995378,-19.29004622
-0.35,0,199.6431276,717.1906021,70.70995378,-19.29004622
-0.35,0.01,199.9538703,748.4289166,70.70995378,-19.29004622
-0.35,0.02,200.2435156,779.6425308,70.70995378,-19.29004622
-0.35,0.03,200.507224,810.8346604,70.70995378,-19.29004622
-0.35,0.04,200.7368772,842.0094487,70.70995378,-19.29004622
-0.35,0.05,200.9209997,873.1724454,70.70995378,-19.29004622
-0.35,0.06,201.0446486,904.331105,70.70995378,-19.29004622
-0.35,0.07,201.0892731,935.4953104,70.70995378,-19.29004622
-0.35,0.08,201.0325409,966.677927,70.70995378,-19.29004622
-0.35,0.09,200.8481347,997.8953954,70.70995378,-19.29004622
-0.35,0.1,200.5055163,1029.168368,70.70995378,-19.29004622
-0.35,0.11,199.9696602,1060.522393,70.70995378,-19.29004622
-0.35,0.12,199.2007547,1091.988663,70.70995378,-19.29004622
-0.35,0.13,198.1538729,1123.604814,70.70995378,-19.29004622
-0.35,0.14,196.778611,1155.415804,70.70995378,-19.29004622
-0.35,0.15,195.018696,1187.474863,70.70995378,-19.29004622
-0.35,0.16,192.8115622,1219.844524,70.70995378,-19.29004622
-0.35,0.17,190.0878954,1252.597742,70.70995378,-19.29004622
-0.35,0.18,186.7711463,1285.819108,70.70995378,-19.29004622
-0.35,0.19,182.7770127,1319.606163,70.70995378,-19.29004622
-0.35,0.2,178.0128899,1354.070822,70.70995378,-19.29004622
-0.35,0.21,172.3772895,1389.340901,70.70995378,-19.29004622
-0.35,0.22,165.7592278,1425.561777,70.70995378,-19.29004622
-0.34,-0.22,194.4523556,2.621097343,71.22196678,-18.77803322
-0.34,-0.21,200.4029229,39.03932741,71.22196678,-18.77803322
-0.34,-0.2,205.4805128,74.56383477,71.22196678,-18.77803322
-0.34,-0.19,209.788624,109.330435,71.22196678,-18.77803322
-0.34,-0.18,213.4217409,143.4580043,71.22196678,-18.77803322
-0.34,-0.17,216.4659289,177.0501017,71.22196678,-18.77803322
-0.34,-0.16,218.9993986,210.1964721,71.22196678,-18.77803322
-0.34,-0.15,221.0930394,242.9744356,71.22196678,-18.77803322
-0.34,-0.14,222.8109229,275.4501713,71.22196678,-18.77803322
-0.34,-0.13,224.2107757,307.6798996,71.22196678,-18.77803322
-0.34,-0.12,225.3444215,339.710971,71.22196678,-18.77803322
-0.34,-0.11,226.2581934,371.5828668,71.22196678,-18.77803322
-0.34,-0.1,226.9933144,403.3281184,71.22196678,-18.77803322
-0.34,-0.09,227.5862486,434.9731506,71.22196678,-18.77803322
-0.34,-0.08,228.0690217,466.5390572,71.22196678,-18.77803322
-0.34,-0.07,228.4695102,498.0423123,71.22196678,-18.77803322
-0.34,-0.06,228.8117012,529.4954263,71.22196678,-18.77803322
-0.34,-0.05,229.1159207,560.9075509,71.22196678,-18.77803322
-0.34,-0.04,229.3990322,592.2850406,71.22196678,-18.77803322
-0.34,-0.03,229.6746044,623.6319766,71.22196678,-18.77803322
-0.34,-0.02,229.9530483,654.9506589,71.22196678,-18.77803322
-0.34,-0.01,230.2417242,686.2420737,71.22196678,-18.77803322
-0.34,0,230.5450176,717.5063417,71.22196678,-18.77803322
-0.34,0.01,230.8643854,748.7431541,71.22196678,-18.77803322
-0.34,0.02,231.1983707,779.9522021,71.22196678,-18.77803322
-0.34,0.03,231.542588,811.1336063,71.22196678,-18.77803322
-0.34,0.04,231.889677,842.2883529,71.22196678,-18.77803322
-0.34,0.05,232.2292266,873.4187421,71.22196678,-18.77803322
-0.34,0.06,232.5476683,904.5288548,71.22196678,-18.77803322
-0.34,0.07,232.8281385,935.6250458,71.22196678,-18.77803322
-0.34,0.08,233.0503112,966.7164667,71.22196678,-18.77803322
-0.34,0.09,233.1901993,997.8156278,71.22196678,-18.77803322
-0.34,0.1,233.2199262,1028.939003,71.22196678,-18.77803322
-0.34,0.11,233.1074665,1060.107687,71.22196678,-18.77803322
-0.34,0.12,232.8163558,1091.348103,71.22196678,-18.77803322
-0.34,0.13,232.3053711,1122.692784,71.22196678,-18.77803322
-0.34,0.14,231.5281795,1154.181211,71.22196678,-18.77803322
-0.34,0.15,230.4329572,1185.860734,71.22196678,-18.77803322
-0.34,0.16,228.9619776,1217.787573,71.22196678,-18.77803322
-0.34,0.17,227.0511691,1250.027908,71.22196678,-18.77803322
-0.34,0.18,224.6296423,1282.659059,71.22196678,-18.77803322
-0.34,0.19,221.6191866,1315.770771,71.22196678,-18.77803322
-0.34,0.2,217.9337366,1349.466602,71.22196678,-18.77803322
-0.34,0.21,213.4788078,1383.865429,71.22196678,-18.77803322
-0.34,0.22,208.1509018,1419.103067,71.22196678,-18.77803322
-0.33,-0.22,234.7200014,8.421263084,71.73711006,-18.26288994
-0.33,-0.21,239.5055564,43.96479146,71.73711006,-18.26288994
-0.33,-0.2,243.5183195,78.71904684,71.73711006,-18.26288994
-0.33,-0.19,246.8546792,112.8107659,71.73711006,-18.26288994
-0.33,-0.18,249.602473,146.3503468,71.73711006,-18.26288994
-0.33,-0.17,251.8415656,179.4334411,71.73711006,-18.26288994
-0.33,-0.16,253.6443959,212.1424269,71.73711006,-18.26288994
-0.33,-0.15,255.0764958,244.5477683,71.73711006,-18.26288994
-0.33,-0.14,256.1969778,276.7092688,71.73711006,-18.26288994
-0.33,-0.13,257.0589946,308.6772238,71.73711006,-18.26288994
-0.33,-0.12,257.7101681,340.4934793,71.73711006,-18.26288994
-0.33,-0.11,258.192989,372.1924028,71.73711006,-18.26288994
-0.33,-0.1,258.5451869,403.8017719,71.73711006,-18.26288994
-0.33,-0.09,258.800071,435.3435887,71.73711006,-18.26288994
-0.33,-0.08,258.9868403,466.8348239,71.73711006,-18.26288994
-0.33,-0.07,259.1308658,498.2880994,71.73711006,-18.26288994
-0.33,-0.06,259.2539412,529.7123133,71.73711006,-18.26288994
-0.33,-0.05,259.3745055,561.1132155,71.73711006,-18.26288994
-0.33,-0.04,259.5078353,592.493939,71.73711006,-18.26288994
-0.33,-0.03,259.6662076,623.8554934,71.73711006,-18.26288994
-0.33,-0.02,259.859033,655.1972275,71.73711006,-18.26288994
-0.33,-0.01,260.0929593,686.5172663,71.73711006,-18.26288994
-0.33,0,260.3719457,717.8129294,71.73711006,-18.26288994
-0.33,0.01,260.6973069,749.0811369,71.73711006,-18.26288994
-0.33,0.02,261.0677282,780.3188089,71.73711006,-18.26288994
-0.33,0.03,261.4792504,811.5232649,71.73711006,-18.26288994
-0.33,0.04,261.9252258,842.69263,71.73711006,-18.26288994
-0.33,0.05,262.3962436,873.8262529,71.73711006,-18.26288994
-0.33,0.06,262.8800269,904.9251434,71.73711006,-18.26288994
-0.33,0.07,263.3612992,935.9924342,71.73711006,-18.26288994
-0.33,0.08,263.8216213,967.0338754,71.73711006,-18.26288994
-0.33,0.09,264.2391996,998.0583651,71.73711006,-18.26288994
-0.33,0.1,264.5886632,1029.078525,71.73711006,-18.26288994
-0.33,0.11,264.8408129,1060.111326,71.73711006,-18.26288994
-0.33,0.12,264.9623396,1091.178771,71.73711006,-18.26288994
-0.33,0.13,264.9155137,1122.308636,71.73711006,-18.26288994
-0.33,0.14,264.6578445,1153.535289,71.73711006,-18.26288994
-0.33,0.15,264.1417101,1184.900577,71.73711006,-18.26288994
-0.33,0.16,263.3139579,1216.454794,71.73711006,-18.26288994
-0.33,0.17,262.1154752,1248.257744,71.73711006,-18.26288994
-0.33,0.18,260.4807302,1280.379892,71.73711006,-18.26288994
-0.33,0.19,258.337284,1312.903615,71.73711006,-18.26288994
-0.33,0.2,255.605272,1345.924565,71.73711006,-18.26288994
-0.33,0.21,252.1968565,1379.55314,71.73711006,-18.26288994
-0.33,0.22,248.0156492,1413.916077,71.73711006,-18.26288994
-0.32,-0.22,272.8425542,13.07369342,72.25532837,-17.74467163
-0.32,-0.21,276.5952269,47.84187567,72.25532837,-17.74467163
-0.32,-0.2,279.6665988,81.91807786,72.25532837,-17.74467163
-0.32,-0.19,282.146312,115.4204212,72.25532837,-17.74467163
-0.32,-0.18,284.1159039,148.451271,72.25532837,-17.74467163
-0.32,-0.17,285.6493666,181.0987999,72.25532837,-17.74467163
-0.32,-0.16,286.8136788,213.4384314,72.25532837,-17.74467163
-0.32,-0.15,287.6693073,245.5341704,72.25532837,-17.74467163
-0.32,-0.14,288.2706812,277.4398276,72.25532837,-17.74467163
-0.32,-0.13,288.6666369,309.2001426,72.25532837,-17.74467163
-0.32,-0.12,288.9008341,340.8518138,72.25532837,-17.74467163
-0.32,-0.11,289.0121433,372.4244393,72.25532837,-17.74467163
-0.32,-0.1,289.0350049,403.9413778,72.25532837,-17.74467163
-0.32,-0.09,288.9997595,435.4205323,72.25532837,-17.74467163
-0.32,-0.08,288.9329487,466.8750664,72.25532837,-17.74467163
-0.32,-0.07,288.8575883,498.3140568,72.25532837,-17.74467163
-0.32,-0.06,288.7934124,529.7430896,72.25532837,-17.74467163
-0.32,-0.05,288.7570881,561.1648069,72.25532837,-17.74467163
-0.32,-0.04,288.762403,592.5794084,72.25532837,-17.74467163
-0.32,-0.03,288.8204222,623.9851163,72.25532837,-17.74467163
-0.32,-0.02,288.939618,655.3786086,72.25532837,-17.74467163
-0.32,-0.01,289.1259705,686.7554268,72.25532837,-17.74467163
-0.32,0,289.3830388,718.1103653,72.25532837,-17.74467163
-0.32,0.01,289.7120046,749.4378482,72.25532837,-17.74467163
-0.32,0.02,290.1116862,780.7322995,72.25532837,-17.74467163
-0.32,0.03,290.5785243,811.9885137,72.25532837,-17.74467163
-0.32,0.04,291.1065392,843.2020323,72.25532837,-17.74467163
-0.32,0.05,291.6872584,874.3695332,72.25532837,-17.74467163
-0.32,0.06,292.3096167,905.4892387,72.25532837,-17.74467163
-0.32,0.07,292.9598268,936.5613485,72.25532837,-17.74467163
-0.32,0.08,293.6212212,967.5885046,72.25532837,-17.74467163
-0.32,0.09,294.2740661,998.5762932,72.25532837,-17.74467163
-0.32,0.1,294.8953455,1029.533791,72.25532837,-17.74467163
-0.32,0.11,295.4585179,1060.474162,72.25532837,-17.74467163
-0.32,0.12,295.9332428,1091.415308,72.25532837,-17.74467163
-0.32,0.13,296.2850797,1122.380589,72.25532837,-17.74467163
-0.32,0.14,296.4751581,1153.399602,72.25532837,-17.74467163
-0.32,0.15,296.4598182,1184.509046,72.25532837,-17.74467163
-0.32,0.16,296.1902237,1215.753661,72.25532837,-17.74467163
-0.32,0.17,295.6119457,1247.187257,72.25532837,-17.74467163
-0.32,0.18,294.6645169,1278.87384,72.25532837,-17.74467163
-0.32,0.19,293.2809592,1310.888831,72.25532837,-17.74467163
-0.32,0.2,291.38728,1343.320406,72.25532837,-17.74467163
-0.32,0.21,288.9019421,1376.270928,72.25532837,-17.74467163
-0.32,0.22,285.7353035,1409.858518,72.25532837,-17.74467163
-0.31,-0.22,309.1600326,16.70937708,72.77656381,-17.22343619
-0.31,-0.21,312.0012627,50.79298335,72.77656381,-17.22343619
-0.31,-0.2,314.244563,84.27511291,72.77656381,-17.22343619
-0.31,-0.19,315.9731824,117.2657172,72.77656381,-17.22343619
-0.31,-0.18,317.2626938,149.8595569,72.77656381,-17.22343619
-0.31,-0.17,318.1815358,182.1377364,72.77656381,-17.22343619
-0.31,-0.16,318.7915278,214.1691194,72.77656381,-17.22343619
-0.31,-0.15,319.1483562,246.0116313,72.77656381,-17.22343619
-0.31,-0.14,319.3020336,277.7134548,72.77656381,-17.22343619
-0.31,-0.13,319.2973295,309.3141257,72.77656381,-17.22343619
-0.31,-0.12,319.1741741,340.8455335,72.77656381,-17.22343619
-0.31,-0.11,318.9680332,372.3328351,72.77656381,-17.22343619
-0.31,-0.1,318.710256,403.7952863,72.77656381,-17.22343619
-0.31,-0.09,318.4283953,435.2469985,72.77656381,-17.22343619
-0.31,-0.08,318.1464987,466.6976258,72.77656381,-17.22343619
-0.31,-0.07,317.8853738,498.1529895,72.77656381,-17.22343619
-0.31,-0.06,317.6628236,529.6156466,72.77656381,-17.22343619
-0.31,-0.05,317.4938559,561.0854075,72.77656381,-17.22343619
-0.31,-0.04,317.3908634,592.5598099,72.77656381,-17.22343619
-0.31,-0.03,317.3637773,624.034555,72.77656381,-17.22343619
-0.31,-0.02,317.4201919,655.5039128,72.77656381,-17.22343619
-0.31,-0.01,317.5654622,686.9611016,72.77656381,-17.22343619
-0.31,0,317.8027735,718.3986493,72.77656381,-17.22343619
-0.31,0.01,318.1331827,749.8087413,72.77656381,-17.22343619
-0.31,0.02,318.5556329,781.1835633,72.77656381,-17.22343619
-0.31,0.03,319.0669388,812.515643,72.77656381,-17.22343619
-0.31,0.04,319.6617454,843.7981988,72.77656381,-17.22343619
-0.31,0.05,320.3324583,875.0255006,72.77656381,-17.22343619
-0.31,0.06,321.0691466,906.1932497,72.77656381,-17.22343619
-0.31,0.07,321.8594172,937.2989838,72.77656381,-17.22343619
-0.31,0.08,322.6882627,968.3425132,72.77656381,-17.22343619
-0.31,0.09,323.5378797,999.326395,72.77656381,-17.22343619
-0.31,0.1,324.387461,1030.25645,72.77656381,-17.22343619
-0.31,0.11,325.2129586,1061.142334,72.77656381,-17.22343619
-0.31,0.12,325.98682,1091.998156,72.77656381,-17.22343619
-0.31,0.13,326.677696,1122.843173,72.77656381,-17.22343619
-0.31,0.14,327.2501205,1153.702543,72.77656381,-17.22343619
-0.31,0.15,327.6641637,1184.608153,72.77656381,-17.22343619
-0.31,0.16,327.8750558,1215.599541,72.77656381,-17.22343619
-0.31,0.17,327.8327843,1246.724889,72.77656381,-17.22343619
